headline,url,time,summary,tags
抗战胜利80周年纪念活动标识发布（附标识使用说明）,https://news.sina.com.cn/c/2025-05-13/doc-inewmhry1950051.shtml,2025-05-13 16:50:00,中国人民抗日战争暨世界反法西斯战争胜利80周年纪念活动标识发布国务院新闻办公室5月13日公开发布中国人民抗日战争暨世界反法西斯战争胜利80周年纪念活动标识。,"纪念活动,世界反法西斯战争,抗日战争"
纪法百科·一图读懂应知应会党纪法规 中国共产党党组工作条例,https://news.sina.com.cn/c/2025-05-13/doc-inewmhry1947622.shtml,2025-05-13 16:38:00,来源：中央纪委国家监委网站,"中国共产党,中央纪委"
香港恒生指数收跌1.87% 恒生科技指数跌3.26%,https://news.sina.com.cn/c/2025-05-13/doc-inewmaix0315018.shtml,2025-05-13 16:11:00,财联社5月13日电，香港恒生指数收跌1.87%，恒生科技指数跌3.26%。舜宇光学科技跌超7%，小鹏汽车、蔚来跌超5%，美团、比亚迪股份跌近5%，中芯国际、华虹,
梧州：常态化抓细抓实警示教育,https://news.sina.com.cn/c/2025-05-13/doc-inewmaiv4385765.shtml,2025-05-13 15:54:00,“没想到以前局里的‘一把手’，如今变成被告席上受审人，自己内心深受震动，纪法底线、红线一定不能破。”不久前，苍梧县纪委监委组织县教育系统党员领导干部到法院旁听该县教...,"梧州市,领导干部"
中央巡视组进驻后，郭卫新被查,https://news.sina.com.cn/c/2025-05-13/doc-inewmaka2045867.shtml,2025-05-13 15:16:00,编辑丨余晖内蒙古自治区纪委监委5月13日消息，内蒙古自治区包头市人大常委会原副主任郭卫新涉嫌严重违纪违法，目前正接受内蒙古自治区纪委监委纪律审查和监察调查。据公,
独家视频丨习近平：携手启动五大工程 共建中拉命运共同体,https://news.sina.com.cn/c/xl/2025-05-13/doc-inewmtfr0014515.shtml,2025-05-13 15:09:00,FlashPlayer插件未安装安装插件，如果已经安装请检查是否被禁用undefinedundefined5月13日上午，国家主席习近平在国家会议中心出席中国－,
收评：沪指高开低走涨0.17% 航运股尾盘逆势大涨,https://news.sina.com.cn/c/2025-05-13/doc-inewmaka2037030.shtml,2025-05-13 15:03:00,财联社5月13日电，市场全天高开低走，三大指数涨跌不一。沪深两市全天成交额1.29万亿，较上个交易日缩量169亿。盘面上，市场热点较为杂乱，个股跌多涨少，全市场,
“美国客户行动了”！关税好消息传来，美进口商凌晨蹦下床给中国供应商打电话：赶紧发货！特朗普“炮轰”欧盟：对待我们非常不公平,https://news.sina.com.cn/c/2025-05-13/doc-inewmaiv4366605.shtml,2025-05-13 14:59:00,北京时间5月12日下午3点，中美日内瓦经贸会谈联合声明发布。本次中美经贸高层会谈取得实质性进展，大幅降低双边关税水平，美方取消了共计91%的加征关税，中方相应取,
日本内阁官房长官林芳正称“期望中俄不要沉溺于批评他国”，中方回应,https://news.sina.com.cn/c/2025-05-13/doc-inewmaix0314616.shtml,2025-05-13 14:42:00,5月13日，外交部发言人林剑主持例行记者会。 有记者提问，据报道，日本内阁官房长官林芳正日前在记者会上就中俄联合声明中“敦促日本政府汲取历史教训...,
中美是否计划讨论美方以芬太尼为由对华征收的特别关税？外交部回应,https://news.sina.com.cn/c/2025-05-13/doc-inewmaix0268469.shtml,2025-05-13 14:22:00,5月13日，外交部发言人林剑主持例行记者会。法新社记者提问，发言人能否提供下阶段中美经贸会谈的详细信息？是否计划讨论美方以芬太尼为由对中国出口产品征收的20%特,
20小时发109条帖子 巴西总统卢拉访华 谈了多少合作→,https://news.sina.com.cn/c/2025-05-13/doc-inewmtfr0016921.shtml,2025-05-13 14:20:00,FlashPlayer插件未安装安装插件，如果已经安装请检查是否被禁用undefinedundefined巴西总统卢拉5月10日晚间抵达北京，开启对中国的国事访,
8个中央指导组进驻，有何深意,https://news.sina.com.cn/c/2025-05-13/doc-inewmaiv4345225.shtml,2025-05-13 14:05:00,来源：中国新闻周刊 一场事关中央八项规定精神学习教育的指导督导工作已经开始，截至5月10日，8个中央指导组完成对21个地方和单位进驻工作。,"中央指导组,省委书记,车俊"
注意防暑降温！河南将迎持续晴热高温,https://news.sina.com.cn/c/2025-05-13/doc-inewkwae2144018.shtml,2025-05-13 13:48:00,今起三天南部需警惕局地强对流！ 受低槽东移影响，今起三天我省南部局部有阵雨、雷阵雨，局部伴有短时强降水等强对流天气。具体预报如下： 今天下午到夜里：安阳...,"多云,阵风,阵雨"
习近平在中拉论坛第四届部长级会议开幕式的主旨讲话（全文）,https://news.sina.com.cn/c/xl/2025-05-13/doc-inewkwaa7160737.shtml,2025-05-13 13:27:00,新华社北京5月13日电 谱写构建中拉命运共同体新篇章 ——在中拉论坛第四届部长级会议开幕式的主旨讲话 （2025年5月13日，北京） 中华人民共和国主席 习近平...,
一见·从习主席俄罗斯之行三个“最”，感受今日中国国际形象,https://news.sina.com.cn/c/xl/2025-05-15/doc-inewqxsa8533462.shtml,2025-05-13 13:15:00,铁肩担道义，历史鉴未来。5月7日至10日，国家主席习近平应邀对俄罗斯进行国事访问并出席纪念苏联伟大卫国战争胜利80周年庆典。4天时间，紧凑日程里的三个“最”...,
云南威信麟凤镇通报“有人穿‘警察’字样雨衣参与丧事”：已立案查处,https://news.sina.com.cn/c/2025-05-13/doc-inewkvzz0385402.shtml,2025-05-13 13:05:00,来源：央视网央视网消息：据“雪山胜境 醉美麟凤”微信公众号消息，云南威信县麟凤镇人民政府5月13日发布情况通报称，近日，网传麟凤镇一村民家中办理丧事现场...,"云南省,警察"
小米“至暗时刻”还没过去,https://news.sina.com.cn/c/2025-05-13/doc-inewkwaa7140219.shtml,2025-05-13 12:04:00,来源：中国新闻周刊 站在流量高点的小米汽车正遭遇流量反噬。 5月10日，小米集团创始人、董事长兼CEO雷军在个人微博发布动态称，“过去一个多月...,
享受红土！郑钦文第七次“翻山”之旅能否成功,https://news.sina.com.cn/c/2025-05-13/doc-inewkvzx4444331.shtml,2025-05-13 11:36:00,红土场上的网球比赛，仿佛欧洲夏天的镜像——虽然节奏很慢，但变化多端。 对备受关注的“中国金花”郑钦文来说，北京时间13日，在本年度职业网球罗马1000赛与前大满贯冠军安德...,"郑钦文,网球,安德莱斯库"
“健康证”办理存在违规问题 沈阳市卫健委通报,https://news.sina.com.cn/c/2025-05-13/doc-inewkwaa7154991.shtml,2025-05-13 11:34:00,5月11日，总台报道某些医院在为相关从业人员办理健康证的体检过程中，存在种种违规情况，规章制度形同虚设。其中涉及沈阳市相关医疗机构从业人员健康证明办理有关问题。,"健康证,辽宁省,沈阳市"
中央纪委国家监委网站丨贵州：紧盯重要节点 严查“四风”不停歇,https://news.sina.com.cn/c/2025-05-13/doc-inewkvzx4433250.shtml,2025-05-13 11:20:00,“省人大社会建设委员会原主任委员宋宇峰违规收受礼品礼金，接受可能影响公正执行公务的宴请和旅游活动安排;贵阳市委原常委、市委宣传部原部长孙绍雪违规收受礼品、礼金...,"贵州省,中央纪委"
巴西总统体验中国汽车,https://news.sina.com.cn/c/2025-05-13/doc-inewkruc0478685.shtml,2025-05-13 11:14:00,【#巴西总统体验中国汽车#】#巴西总统说中巴关系将坚不可摧#“我们的关系将坚不可摧，因为中国需要巴西，巴西也需要中国。只要我们携起手来，全球南方在世界上一定能获,
广州中小学暑假放假时间来了！,https://news.sina.com.cn/c/2025-05-13/doc-inewkruh2221486.shtml,2025-05-13 11:02:00,时间过得好快！2025年春季学期已经过去大半放完端午假期就可以开始期待家长、学生们最关心的暑假了广州2025年暑假几时开始放？什么时候期末考试？一起来看看吧👀👀,
新华时评·锲而不舍落实中央八项规定精神丨要始终把人民放在心中最高位置,https://news.sina.com.cn/c/2025-05-13/doc-inewmtfu1802748.shtml,2025-05-13 10:48:00,近期，纪检监察机关通报了多起违反中央八项规定精神典型案例，暴露出部分党员干部仍存在背离宗旨、脱离群众的作风顽疾。一些披着“人情往来”外衣、利用权力寻租的违纪行为...,新华时评
利辛：用好身边“活教材” 做好案件查办“后半篇文章”,https://news.sina.com.cn/c/2025-05-13/doc-inewkrtz4530444.shtml,2025-05-13 10:23:00,“这是我第一次旁听庭审，尤其是看着昔日的领导成为眼前的‘案中人’，对我触动很大，我将从中汲取深刻教训，时刻保持清醒头脑，绷紧纪法之弦。,党员干部
以材料报国之心，让铝合金长出“中国脊梁”,https://news.sina.com.cn/c/2025-05-13/doc-inewkruc0441991.shtml,2025-05-13 10:00:00,20世纪中期以来，高强铝合金一直是全世界航空航天飞行器结构件制造的首选材料，也是各国新材料研发的必争之地。但是我国在这一领域起步晚、基础薄弱...,
台媒：绿营罢免碰壁！苗栗县和新竹县3个蓝营民代罢免案不成立,https://news.sina.com.cn/c/2025-05-13/doc-inewkrtz4514531.shtml,2025-05-13 09:46:00,[环球网报道]据台湾中时新闻网5月13日报道，绿营发动的全台大罢免近日已进入第二阶段联署送件最后阶段，继罢免新竹县蓝营民代徐欣莹失败后...,"苗栗县,台媒,台湾省"
成都4小时可抵达九寨沟！九绵高速进入通车倒计时,https://news.sina.com.cn/c/2025-05-13/doc-inewkrue7205196.shtml,2025-05-13 09:37:00,5月12日，记者从蜀道集团获悉，G8513线九寨沟—绵阳高速公路（以下简称“九绵高速”）最后一座隧道——蒲南隧道贯通，标志着九绵高速主线实现贯通，进入通车倒计时。,
中美发布联合声明后，特朗普转移炮火：欧盟对我们非常不公平!,https://news.sina.com.cn/c/2025-05-13/doc-inewkmnh7310424.shtml,2025-05-13 09:12:00,财联社5月13日讯（编辑刘蕊）在中美发布日内瓦经贸会谈联合声明后，美国总统特朗普似乎将其全球贸易战的炮火目标转移到了欧洲身上。美东时间周一，他抨击称，欧盟“更令,
学习·知行丨历史不会忘记 习近平深刻诠释这场“伟大胜利”,https://news.sina.com.cn/c/xl/2025-05-13/doc-inewkmnh7304498.shtml,2025-05-13 09:01:00,来源：人民网-中国共产党新闻网 历史无言、英雄不朽，在这“梨花开遍了天涯”的季节，莫斯科红场上的踏步声仿佛把人们带回了80年前。,
联播+｜三个关键词读懂习主席俄罗斯之行,https://news.sina.com.cn/c/2025-05-13/doc-inewkmnf0528992.shtml,2025-05-13 08:59:00,在这个“梨花开遍了天涯”的季节，习近平担任国家主席后第11次到访俄罗斯。 5月7日至10日，习近平主席同普京总统举行了深入友好、富有成果的会谈...,
突出重点 把握关键 福建狠抓国有企业改革深化提升行动高质量收官,https://news.sina.com.cn/c/2025-05-13/doc-inewkmnf0528978.shtml,2025-05-13 08:59:00,国有企业改革深化提升行动实施以来，福建省国资委深入贯彻落实国务院国资委工作部署，抓关键、破卡点，以跑秒计时的状态、压线冲刺的干劲...,"国务院国资委,福建省,国有企业改革"
中国石化共享服务再获国家标准制定权,https://news.sina.com.cn/c/2025-05-13/doc-inewkmnh7302812.shtml,2025-05-13 08:56:00,近日，国家标准化管理委员会正式下达2025年第四批国家标准制定计划，中国石化共享服务公司申报的《共享经济 企业人力资源共享服务指南》成功获批立项。,"中国石化,共享经济"
抗战胜利80周年纪念活动标识发布,https://news.sina.com.cn/c/2025-05-13/doc-inewkruh2213104.shtml,2025-05-13 08:55:00,国务院新闻办公室今天公开发布中国人民抗日战争暨世界反法西斯战争胜利80周年纪念活动标识。标识由长城、橄榄枝、光辉、数字“80”、时间“1945-2025”构成。,"抗日战争,新华社"
黔湘渝三省市实现电力互济,https://news.sina.com.cn/c/2025-05-13/doc-inewkmnf0524809.shtml,2025-05-13 08:46:00,近日，贵州黔东电厂、二郎电厂首次成功转送贵州电网，标志着贵州、湖南、重庆三省市实现电力灵活转网互济。今后，黔东电厂可同时向贵州、湖南电网供电...,"贵州省,湖南省"
抢抓机遇 兵器工业集团开拓市场夺订单,https://news.sina.com.cn/c/2025-05-13/doc-inewkmnc4609032.shtml,2025-05-13 08:45:00,近日，兵器工业集团抢抓市场机遇、聚焦客户市场需求，出实招、求实效，陆续中标一批重大项目，为高质量完成全年目标任务奠定坚实基础。,兵器工业集团
国际领先！中国电科博微成功研发低温精制及脱氖装置,https://news.sina.com.cn/c/2025-05-13/doc-inewkmnc4608784.shtml,2025-05-13 08:44:00,近日，由中国电科博微成功研制的低温精制及脱氖装置，顺利通过出厂验收，以“硬核科技”为我国氦产业链自主创新注入强心剂。,中国
中国石油品牌价值突破4000亿元 位列中国能源化工榜第一,https://news.sina.com.cn/c/2025-05-13/doc-inewkmnc4608771.shtml,2025-05-13 08:44:00,5月10日，第九个中国品牌日到来之际，由中国品牌建设促进会、中国资产评估协会主办，新华社品牌工作办公室、《中国品牌》杂志社等单位承办的“2025中国品牌价值评价信息”在...,"中国石油,中国品牌,品牌价值"
落马女官员出镜忏悔:只收小红包,https://news.sina.com.cn/c/2025-05-13/doc-inewkmnk2280886.shtml,2025-05-13 08:40:00,来源：鲁中晨报 5月12日，重庆市纪委监委发布警示录，永川区规划和自然资源局原副局长罗江燕出镜忏悔。 罗江燕，女，汉族，曾任永川区规划和自然资源局党组成员、副局长。,
广安观潮丨像竹子一样成长,https://news.sina.com.cn/c/2025-05-13/doc-inewkmnf0524737.shtml,2025-05-13 08:39:00,“枝枝傲雪，节节千霄”“有似君子豪气凌云，不为俗屈”……古人常以竹喻君子，这也恰如新时代年轻干部应有的作风底色。广大年轻干部当如劲竹，培树经霜不凋的秉性气节...,广安市
学习·故事丨一张见证中俄友谊的报纸,https://news.sina.com.cn/c/xl/2025-05-15/doc-inewqxsa8533834.shtml,2025-05-13 08:33:00,2025年5月7日至10日，国家主席习近平对俄罗斯进行国事访问并出席纪念苏联伟大卫国战争胜利80周年庆典。此次访问是习近平主席担任国家主席后第11次到访俄罗斯。,
省生态环境厅系统首批26名纪检专员上岗,https://news.sina.com.cn/c/2025-05-13/doc-inewkmnh7295427.shtml,2025-05-13 08:30:00,近日，省生态环境厅厅属单位的26名党员干部多了纪检专员这一新身份，他们组成了省生态环境厅系统首批纪检专员队伍。这是省纪委监委派驻省生态环境厅纪检监察组进一步推动全...,"纪检,生态环境"
清风为伴产业兴 | 万亩茶园富彝乡,https://news.sina.com.cn/c/2025-05-13/doc-inewkmnc4605041.shtml,2025-05-13 08:30:00,近日，四川省乐山市马边彝族自治县劳动镇的万亩茶园里，采茶人穿行垄间，指尖翻飞，一片片嫩叶落入竹篓。马边县位于四川盆地西南边缘小凉山区，山峦层叠，水汽充沛...,
广安观潮 | 像竹子一样成长,https://news.sina.com.cn/c/2025-05-13/doc-inewkmnc4605039.shtml,2025-05-13 08:30:00,“枝枝傲雪，节节千霄”“有似君子豪气凌云，不为俗屈”……古人常以竹喻君子，这也恰如新时代年轻干部应有的作风底色。广大年轻干部当如劲竹，培树经霜不凋的秉性气节...,广安市
政务服务由“能办”变“好办”,https://news.sina.com.cn/c/2025-05-13/doc-inewkmnc4605978.shtml,2025-05-13 08:25:00,“即来即办、立等可取，从申请到审批，效率很高，一次就办成了。”近日，洛阳市汝阳县居民张国伟在政务服务中心顺利办理了个税代缴业务...,洛阳市
高质量发展践悟 | 推动基层监督更加有力有效,https://news.sina.com.cn/c/2025-05-13/doc-inewkmnf0521364.shtml,2025-05-13 08:25:00,山东省烟台市蓬莱区纪委监委整合监督力量，深入一线摸排富农惠农政策落实、助农资金使用等环节存在的问题，护航乡村产业健康发展。,纪检监察
我说变化丨“干部们的工作更实在更用心了”,https://news.sina.com.cn/c/2025-05-13/doc-inewkmnh7295750.shtml,2025-05-13 08:25:00,李明，安徽省宿州市埇桥区芦岭镇桥口村李庄组村民。这几年，为了家里宅基地上建房子那点事，我操碎了心。宅基地上建房需要《农村宅基地批准书》下来才能开始动工...,身份证
民乐：“纪巡审”联动  护航高标准农田建设,https://news.sina.com.cn/c/2025-05-13/doc-inewkmnh7295601.shtml,2025-05-13 08:25:00,近日，张掖市民乐县委巡察组来到三堡镇某村高标准农田种植现场，实地督察巡察整改进展情况。“输水管网故障已经解决了，我们再也不担心农作物灌溉问题了。,"巡察,高标准农田建设"
广安观潮丨像竹子一样成长,https://news.sina.com.cn/c/2025-05-13/doc-inewkmnc4598907.shtml,2025-05-13 08:14:00,“枝枝傲雪，节节千霄”“有似君子豪气凌云，不为俗屈”……古人常以竹喻君子，这也恰如新时代年轻干部应有的作风底色。广大年轻干部当如劲竹，培树经霜不凋的秉性气节...,广安市
中国人民抗日战争暨世界反法西斯战争胜利80周年纪念活动标识发布,https://news.sina.com.cn/c/2025-05-13/doc-inewkmnc4594552.shtml,2025-05-13 08:00:00,国务院新闻办公室今天公开发布中国人民抗日战争暨世界反法西斯战争胜利80周年纪念活动标识。标识由长城、橄榄枝、光辉、数字“80”、时间“1945—2025”构成。,
台军首次实弹试射“海马斯”，专家：生存力脆弱,https://news.sina.com.cn/c/2025-05-13/doc-inewkmnk2265199.shtml,2025-05-13 07:37:00,台军首次实弹试射美制“海马斯”，军事专家：其生存力非常脆弱 让台湾当局望眼欲穿的美制“海马斯”火箭炮，在12日台军举行的“雷霆”演习中亮相，并进行了首次实弹射击。,"火箭炮,台军,雷霆"
4月份江苏CPI同比下降0.5%,https://news.sina.com.cn/c/2025-05-13/doc-inewkmnk2261377.shtml,2025-05-13 07:25:00,5月12日，记者从国家统计局江苏调查总队获悉，4月份，江苏居民消费价格同比下降0.5%。其中，城市下降0.5%，农村下降0.6%；食品价格下降0.5%，非食品价格下降0...,"江苏CPI,江苏省,猪肉价格"
今年首批“苏质贷”贴息资金已拨付,https://news.sina.com.cn/c/2025-05-13/doc-inewkmnh7280221.shtml,2025-05-13 07:25:00,记者5月12日从省市场监管局获悉，为引导金融机构支持质量信誉小微企业加大技术创新投入，帮助质量信誉小微企业降低融资成本，省市场监管局按照“苏质贷”贷款贴息“免申即享”...,"贷款,市场监管局,小微企业"
六盘水：召开“青年向前行·执纪守初心”青年干部座谈会,https://news.sina.com.cn/c/2025-05-13/doc-inewkmnc4601958.shtml,2025-05-13 07:05:00,近日，六盘水市纪委监委召开“青年向前行·执纪守初心”青年干部座谈会，市级纪检监察机构62名青年干部参加会议。“青年纪检监察干部要大力传承和弘扬‘五四’精神...,"纪检监察,六盘水市"
170多人报案：高价买的宠物，7天就死,https://news.sina.com.cn/c/2025-05-13/doc-inewkmnk2260707.shtml,2025-05-13 07:05:00,来源：中国新闻周刊 尽管近年来宠物经济爆发式增长 产业链涵盖生产、流通、销售、产品等 但仍缺乏更统一、明确的规范和监管 “我之前就听说过市场上有卖‘星期狗’...,
国家安全部提醒：严禁在涉密场所使用智能穿戴设备,https://news.sina.com.cn/c/2025-05-13/doc-inewkfen2386170.shtml,2025-05-13 06:48:00,来源：央视网 在数字化时代的今天，智能手表、智能手环、智能眼镜等智能穿戴设备，以其便捷性、功能多样性在社会面迅速普及，它们不仅可以记录健康数据、提供导航服务...,"智能穿戴,国家安全部"
国安部提醒：严禁在涉密场所使用智能穿戴设备,https://news.sina.com.cn/c/2025-05-13/doc-inewkfen2385346.shtml,2025-05-13 06:39:00,记者从国家安全部了解到，在数字化时代的今天，智能手表、智能手环、智能眼镜等智能穿戴设备，以其便捷性、功能多样性在社会面迅速普及，它们不仅可以记录健康数据...,"智能穿戴,麦克风"
时隔近4年再出征！长三丙成功发射通信技术试验卫星十九号,https://news.sina.com.cn/c/2025-05-13/doc-inewiywm0740079.shtml,2025-05-13 03:34:00,5月13日2时09分，长征三号丙运载火箭在西昌卫星发射中心点火起飞，随后将通信技术试验卫星十九号顺利送入预定轨道，发射任务取得圆满成功。,"长征三号,运载火箭,卫星"
泽连斯基批准美乌矿产协议,https://news.sina.com.cn/c/2025-05-13/doc-inewiuqq7613110.shtml,2025-05-13 00:28:00,财联社5月13日电，乌克兰总统网站发布消息称，总统泽连斯基签署了关于批准《美乌重建投资基金成立协议》的法律。,
国际锐评丨合作共赢才是中美之间解决问题的正确选择,https://news.sina.com.cn/c/2025-05-13/doc-inewiuqq7616502.shtml,2025-05-13 00:23:00,“这是中美双方向前迈出的重要一步。”5月12日，在中美日内瓦经贸会谈联合声明发布后，国际舆论普遍表示欢迎。根据联合声明，美方取消了共计91%的加征关税...,"关税,中美,中国"
长和发布声明回应港口交易：绝不可能在任何不合法或不合规的情况下进行,https://news.sina.com.cn/c/2025-05-12/doc-inewiqhr0961576.shtml,2025-05-12 23:48:00,财联社5月12日电，长和公告称，原本计划在5月22日股东周年大会上讲述港口交易的情况，但鉴于近日不断有股东及传媒查询，长江和记实业有限公司特此声明：此交易绝不可,
中美最终加征多少关税？降了多少？我们做了道数学题,https://news.sina.com.cn/c/2025-05-12/doc-inewiqhr0950077.shtml,2025-05-12 22:37:00,来源：直新闻 北京时间5月12日下午3时，A股收盘之后，《中美日内瓦经贸会谈联合声明》正式公布。中美双方承诺于5月14日前采取举措，同步调整关税税率。,
航行警告！渤海部分海域执行军事任务 禁止驶入,https://news.sina.com.cn/c/2025-05-12/doc-inewiqhp5051534.shtml,2025-05-12 22:25:00,据中国海事局网站消息，秦皇岛海事局发布航行警告，5月13日0时至15日24时，渤海部分海域执行军事任务，禁止驶入。,"渤海,中国海事局,秦皇岛市"
商务部召开外贸企业圆桌会,https://news.sina.com.cn/c/2025-05-12/doc-inewiqhr0946447.shtml,2025-05-12 22:13:00,5月12日，商务部部长王文涛主持召开外贸企业圆桌会。12家外贸企业、6家进出口商会代表及中国宏观经济研究院有关专家参会，就当前外贸形势、支持外贸企业发展等议题进,
携手为人类前途命运争取更加光明的未来——国际社会高度评价习近平主席俄罗斯之行,https://news.sina.com.cn/c/xl/2025-05-12/doc-inewiiyr5163973.shtml,2025-05-12 21:45:00,新华社北京5月10日电 题：携手为人类前途命运争取更加光明的未来——国际社会高度评价习近平主席俄罗斯之行新华社记者张伟 常天童 王雅楠5月7日至10日，应俄罗斯,
对美关税90天内大幅降低，家电企业称美国客户已经动起来了,https://news.sina.com.cn/c/2025-05-12/doc-inewiiyt1071586.shtml,2025-05-12 21:43:00,#中国向美国的家电出口正重新恢复#[对美关税90天内大幅降低，#家电企业称美国客户已经动起来了#]5月12日，中美就贸易关税达成重要共识...,
记者手记｜让胜利的光芒照亮人类历史新征程,https://news.sina.com.cn/c/xl/2025-05-12/doc-inewiiyu7846031.shtml,2025-05-12 21:43:00,又是“梨花开遍了天涯”的季节，又一个神圣庄严的“胜利日”。5月9日上午，纪念苏联伟大卫国战争胜利八十周年庆典在莫斯科红场隆重举行。中国国家主席习近平和来自世界2,
大道之行丨习近平2025年俄罗斯之行全纪录,https://news.sina.com.cn/c/xl/2025-05-12/doc-inewiiyr5164746.shtml,2025-05-12 21:42:00,"Themediacouldnotbeloaded,eitherbecausetheserverornetworkfailedorbecausetheformat",
纳斯达克金龙中国指数开盘上涨4.5%,https://news.sina.com.cn/c/2025-05-12/doc-inewiiyw2835115.shtml,2025-05-12 21:34:00,纳斯达克金龙中国指数开盘上涨4.5%。万国数据涨11%，拼多多涨9%，阿里巴巴涨6.9%，京东涨6.5%，百度涨4.5%。US纳斯达克+2.76%,
多地迎高温，40℃要来了！,https://news.sina.com.cn/c/2025-05-12/doc-inewiiyr5159612.shtml,2025-05-12 21:20:00,本周北方将现大范围高温 中东部降雨发展增多 今天，我国大部地区天气晴好，气温回升。明天起，中东部降雨将再次发展增多，但北方升温模式持续...,"高温,中东部,升温"
湖北、河南、辽宁、四川省委书记，出席警示教育会,https://news.sina.com.cn/c/2025-05-13/doc-inewiiyu7843151.shtml,2025-05-12 21:16:00,来源：北京青年报 撰文丨余晖 在全党开展深入贯彻中央八项规定精神学习教育的大背景下，多地省级党委书记召开了警示教育会。 最新的两例是辽宁和四川。,"辽宁省,省委书记,河南省"
官方披露：“小官巨贪”戴兵的前妻已获刑,https://news.sina.com.cn/c/2025-05-12/doc-inewiiyu7837475.shtml,2025-05-12 21:03:00,5月12日，重庆市纪委监委发布警示录，永川区规划和自然资源局原副局长罗江燕出镜忏悔。 罗江燕说，2013年，我前夫因受贿犯罪被判处无期徒刑...,重庆市
“大超预期！” 券商热议中美关税谈判“意外之喜”,https://news.sina.com.cn/c/2025-05-12/doc-inewiiyw2832212.shtml,2025-05-12 21:01:00,◎5月12日下午3点，《中美日内瓦经贸会谈联合声明》正式公布，双方宣布大幅降低双边关税水平。商务部新闻发言人表示，此举符合两国及世界共同利益。,"联合声明,中美,券商"
对话郑永年：我们谈判也是为世界争公义,https://news.sina.com.cn/c/2025-05-12/doc-inewiiyt1059898.shtml,2025-05-12 20:48:00,【侠客岛按】北京时间12日下午，中美发布《中美日内瓦经贸会谈联合声明》。本次中美经贸高层会谈取得实质性进展，大幅降低双边关税水平，美方取消了共计91%的加征关税,
《国防时报》视频：空空导弹“量大管饱”！,https://news.sina.com.cn/c/2025-05-12/doc-inewiiyt1051139.shtml,2025-05-12 20:08:00,撰文丨李岩近日，《国防时报》官方微博发布题为“量大管饱！空空导弹可无人自动化生产”的短视频，视频展示了PL-15E型空空导弹画面。央视专题栏目《兵器面面观》曾介,
从上市公司一季报“含新量”看中国经济发展向“新”,https://news.sina.com.cn/c/2025-05-12/doc-inewiiyw2817449.shtml,2025-05-12 19:51:00,上市公司2025年一季报日前陆续出炉，5400家披露一季报的企业合计归母净利润1.49万亿元，同比增长3.64%。其中，超七成上市公司一季度实现盈利。,净利润
外贸滞销品变身内销“香饽饽”，罐头企业如何实现逆袭？,https://news.sina.com.cn/c/2025-05-12/doc-inewiiyr5144272.shtml,2025-05-12 19:46:00,自美国乱挥关税大棒以来，让不少依赖出口的中国企业遭遇严峻挑战。浙江衢州开化的一家老牌罐头企业，50%的产品出口欧美国家，因关税激增遭订单停发，外贸生产线全面停滞...,"浙江省,美国,食品"
债券市场“科技板”启航，首批银行间科创债亮相,https://news.sina.com.cn/c/2025-05-12/doc-inewiiyw2817601.shtml,2025-05-12 19:45:00,9日下午，一场路演交流活动在北京金融资产交易所进行，首批在银行间债券市场发行科技创新债的8家企业代表依次亮相。这标志着科技创新债券的发行工作启动...,"债券,债券市场,股权投资"
“一张手机膜”畅销海内外的启示,https://news.sina.com.cn/c/2025-05-12/doc-inewiiyw2817746.shtml,2025-05-12 19:44:00,近日闭幕的广交会上，一则新闻引人关注：一家中国手机膜企业在5天参展中，现场完成1000多万元交易额，来自更多国家的订单已在路上。,中国制造
当好“二郎神”！一个月里，省级党政一把手先后前往这里督导,https://news.sina.com.cn/c/2025-05-12/doc-inewicsy2935664.shtml,2025-05-12 19:30:00,来源：北京青年报 撰文丨余晖 5月10日至11日，广西壮族自治区主席蓝天立赴三市调研，督导检查生态环境保护问题整改工作。 他强调...,"河池市,生态环境保护,广西"
中美关税时间线全梳理,https://news.sina.com.cn/c/2025-05-12/doc-inewicsv1171674.shtml,2025-05-12 19:29:00,来源：玉渊谭天 [中美关税时间线全梳理] 当地时间5月12日，中美日内瓦经贸会谈联合声明发布，双方大幅降低双边关税水平，这一举措符合两国生产者和消费者的期待...,
越野赛因领导没发言回起点重跑？官方：该信息不实，赛事无领导讲话环节,https://news.sina.com.cn/c/2025-05-12/doc-inewicsy2937224.shtml,2025-05-12 19:24:00,极目新闻记者 舒隆焕 据媒体报道，内蒙古赤峰市5月11日举办的第五届“茅台王子杯”赤峰南山生态园越野赛中出现“事故”。视频发布者称，“不是集体到终点，是领导没讲话...,"体育局,跑步"
时政纪录片丨以史为鉴 共创未来——习近平主席俄罗斯之行纪实,https://news.sina.com.cn/c/xl/2025-05-13/doc-inewkmnc4612343.shtml,2025-05-12 19:20:00,FlashPlayer插件未安装安装插件，如果已经安装请检查是否被禁用undefinedundefined回望历史着眼未来传承友谊捍卫正义习近平主席开启第11次,
对美关税90天内大幅降低，专家建议抓住窗口期长远布局,https://news.sina.com.cn/o/2025-05-12/doc-inewicsv1164814.shtml,2025-05-12 18:58:00,5月12日，中美就贸易关税达成重要共识，未来90天内关税相比过去一个月大幅降低，中国向美国的家电出口正重新恢复。专家建议，由于90天后关税还有很大变数...,"美国,家电产品"
