headline,url,time,summary,tags,date
罗文利，升副部,https://news.sina.com.cn/c/2025-05-21/doc-inexiptz2695670.shtml,2025-05-21 19:20:00,中国国家博物馆“现任领导”一栏最新信息显示，罗文利现任中国国家博物馆馆长（副部长级）、党委副书记。 公开信息显示，罗文利，男，汉族，1968年6月生，研究生学历...,"['中国国家博物馆', '文物', '陕西省']",2025-05-21
国家新闻出版署：5月共14款进口网络游戏获批,https://news.sina.com.cn/c/2025-05-21/doc-inexipua7951499.shtml,2025-05-21 19:09:00,5月21日，国家新闻出版署发布2025年进口网络游戏审批信息，5月共14款进口游戏获批。,[],2025-05-21
格力确认：董明珠将与孟羽童共同直播！“我带你去吃饭”，董明珠喊话孟羽童，两人“520”和解,https://news.sina.com.cn/c/2025-05-21/doc-inexipua7937273.shtml,2025-05-21 18:40:00,今日，就董明珠与孟羽童的“约饭传闻”，格力电器回应南都·湾财社记者，本周五（5月23日）董明珠将与孟羽童见面吃饭。在社交平台上，格力电器发文称：“520这天，爱,[],2025-05-21
“美女书记”林虹被决定逮捕！任县委书记时曾直播带货，2小时卖出71.2万,https://news.sina.com.cn/c/2025-05-21/doc-inexipuc0595893.shtml,2025-05-21 18:20:00,5月21日，据最高人民检察院消息，浙江省台州市政协原党组成员、副主席林虹（副厅级）涉嫌受贿一案，由浙江省监察委员会调查终结，移送检察机关审查起诉。日前，浙江省人,[],2025-05-21
两部门：内蒙古湖北湖南等地局地发生山洪灾害可能性较大,https://news.sina.com.cn/c/2025-05-21/doc-inexiptx5906887.shtml,2025-05-21 18:08:00,来源：央视网央视网消息：据@中国气象局 官微消息，水利部和中国气象局5月21日18时联合发布黄色山洪灾害气象预警： 预计，5月21日20时至22日20时，河北西部、山西北部...,"['山洪', '湖北省', '湖南省']",2025-05-21
暴雨黄色预警：四川重庆湖北湖南等地部分地区有大暴雨,https://news.sina.com.cn/c/2025-05-21/doc-inexiptz2678742.shtml,2025-05-21 18:02:00,中央气象台5月21日18时发布暴雨黄色预警：预计，5月21日20时至22日20时，四川东部、重庆、贵州中北部和西南部、湖北大部、湖南北部、江西西北部和东北部、浙,[],2025-05-21
干旱黄色预警继续：陕西西南部、河南西部、甘肃东部等地特旱,https://news.sina.com.cn/c/2025-05-21/doc-inexipua7926917.shtml,2025-05-21 18:01:00,中央气象台5月21日18时继续发布气象干旱黄色预警：据实时气象干旱监测，陕西、河南、甘肃、宁夏等省份存在重度及以上气象干旱，其中，陕西西南部、河南西部、甘肃东部,[],2025-05-21
百度集团：第一季度营收324.52亿元 同比增3%,https://news.sina.com.cn/c/2025-05-21/doc-inexiptx5892192.shtml,2025-05-21 17:52:00,新京报贝壳财经讯 5月21日，百度集团公告，2025年第一季度总收入为人民币325亿元，同比增长3%。百度核心收入为人民币255亿元，同比增长7%。,"['百度集团', '人民币', '新京报']",2025-05-21
热搜第一！网友加价倒卖蜜雪柠檬水，3个半小时赚254块？蜜雪冰城回应,https://news.sina.com.cn/c/2025-05-21/doc-inexipuc0567488.shtml,2025-05-21 17:41:00,近日，网络上一则“博主在景区摆摊转卖蜜雪冰城柠檬水”的推文引发关注与讨论。 21日，相关话题登顶热搜。 网友@黄腿肠 称，在南京梧桐大道景区...,"['景区', '摆摊']",2025-05-21
云南陆良县一装载机因制动失效致6人死亡 一男子被采取刑事强制措施,https://news.sina.com.cn/c/2025-05-21/doc-inexipuc0570821.shtml,2025-05-21 17:27:00,总台记者从云南陆良县人民政府新闻办公室获悉，2025年5月18日上午9时许，朱某（男，52岁，陆良县马街镇人）操作装载机至陆良县马街镇大龙潭村一下坡转弯处...,"['云南省', '装载机']",2025-05-21
国家发改委：大部分稳就业稳经济政策将在6月底前落地,https://news.sina.com.cn/c/2025-05-21/doc-inexiptx5891742.shtml,2025-05-21 17:21:00,记者从国家发展改革委今天举行的新闻发布会上了解到，4月份，中国经济顶住压力，保持平稳增长。未来，我国将加快推出稳就业稳经济推动高质量发展的若干举措...,"['稳经济', '国家发改委', '国家发展改革委']",2025-05-21
河南三处世界地质公园再领“绿牌”，联合国教科文组织发来的！,https://news.sina.com.cn/c/2025-05-21/doc-inexiine8035759.shtml,2025-05-21 17:15:00,世界级地质公园，收到世界级认证。 近日，联合国教科文组织向国家林业和草原局发来对河南王屋山—黛眉山、云台山和嵩山等3处世界地质公园的2025—2028“绿牌”认证。,"['河南省', '地质公园', '联合国教科文组织']",2025-05-21
中央巡视组进驻期间，“老虎”叶寒冰被查,https://news.sina.com.cn/c/2025-05-21/doc-inexiimz6009668.shtml,2025-05-21 17:14:00,编辑丨余晖据中央纪委国家监委5月21日消息，四川省政府党组成员、副省长、省公安厅厅长叶寒冰涉嫌严重违纪违法，目前正接受中央纪委国家监委纪律审查和监察调查。叶寒冰,[],2025-05-21
第九届中国成都国际非物质文化遗产节28日启幕,https://news.sina.com.cn/c/2025-05-21/doc-inexiinc2784043.shtml,2025-05-21 17:13:00,来源：央视网 5月21日，文化和旅游部召开新闻发布会。第九届中国成都国际非物质文化遗产节将于5月28日启幕。本届非遗节以“增进交流互鉴 激发传承活力...,"['非遗', '成都市', '非物质文化遗产']",2025-05-21
“退休夫妻月入1.2万负债1.2亿”热议背后：个人破产制度还有多远？,https://news.sina.com.cn/o/2025-05-21/doc-inexiinc2782068.shtml,2025-05-21 17:10:00,当前破产法律制度供应不足，社会公众对个人破产制度仍有较大顾虑，已经试点地区也面临一些问题 近日，“月薪4784元负债2544万余元的女子申请破产”“月收入1.2万元负债1...,"['债务', '退休']",2025-05-21
受贿数额特别巨大、滥用职权，国家烟草专卖局原局长凌成兴一审被判十六年,https://news.sina.com.cn/c/2025-05-21/doc-inexiinc2777699.shtml,2025-05-21 17:02:00,2025年5月21日，吉林省长春市中级人民法院一审公开宣判工业和信息化部原党组成员，国家烟草专卖局原党组书记、局长，中国烟草总公司原总经理凌成兴受贿...,"['凌成兴', '人民币', '犯罪']",2025-05-21
广西桂林一在建桥桥梁桥墩垮塌？官方辟谣,https://news.sina.com.cn/c/2025-05-21/doc-inexiinf0684787.shtml,2025-05-21 17:01:00,近日，网传广西阳朔县兴坪镇在建桥“桥梁桥墩垮塌、豆腐渣工程”等视频信息引发公众关注。5月20日，阳朔县兴坪镇政府发布情况通报称，经核查，相关传播内容与事实不符。,[],2025-05-21
四川省政府党组成员、副省长、省公安厅厅长叶寒冰被查,https://news.sina.com.cn/c/2025-05-21/doc-inexiinc2774874.shtml,2025-05-21 17:00:00,四川省政府党组成员、副省长、省公安厅厅长叶寒冰涉嫌严重违纪违法，目前正接受中央纪委国家监委纪律审查和监察调查。（总台央视记者李本扬）©2025中央广播电视总台版,[],2025-05-21
人形机器人灵犀X2将走出实验室，首轮预售推出3个版本,https://news.sina.com.cn/c/2025-05-21/doc-inexiinf0678700.shtml,2025-05-21 16:54:00,5月21日，上海智元机器人宣布，该公司研制的全智能灵动机器人灵犀X2将于5月22日正式开启合作伙伴招募，B端用户可前往智元机器人官网留资选购。,"['灵犀', '机器人']",2025-05-21
贵阳8小时闪电狂劈1万多次，最大电流192.7千安，这是什么概念？,https://news.sina.com.cn/c/2025-05-21/doc-inexiine8017430.shtml,2025-05-21 16:50:00,贵阳8小时闪电狂劈1万多次，最大电流192.7千安，这是什么概念？ 一、数据解读：闪电的“超常规”表现闪电频次惊人根据气象监测，贵阳在5月20日00时至08时的8小时内...,[],2025-05-21
时政现场说丨龙门石窟：中华文化瑰宝的时代回响,https://news.sina.com.cn/c/xl/2025-05-22/doc-inexnchw6817581.shtml,2025-05-21 16:41:00,洛阳城南，伊水河畔，龙门石窟迎来了一位特殊的客人。5月19日下午，习近平总书记来到这里，了解当地加强历史文化遗产保护利用、推动文旅产业高质量发展等情况。Flas,[],2025-05-21
新疆和硕县4.6级地震导致房屋倒塌？官方辟谣,https://news.sina.com.cn/c/2025-05-21/doc-inexiimy0339663.shtml,2025-05-21 16:40:00,据中国地震台网正式测定，5月20日2时3分在新疆巴州和硕县发生4.6级地震，震源深度10公里，震中位于北纬41.74度，东经88.22度。接应急管理部门通报，震,[],2025-05-21
港股收评：恒生指数涨0.62%，恒生科技指数涨0.51%，阿里影业涨近23%,https://news.sina.com.cn/c/2025-05-21/doc-inexiimy0328675.shtml,2025-05-21 16:13:00,5月21日，港股收盘，恒生指数涨0.62%，恒生科技指数涨0.51%。宁德时代涨超10%，三生制药涨超8%，比亚迪股份、泡泡玛特涨超3%。阿里影业涨近23%，连,[],2025-05-21
王建军被免去中国证券监督管理委员会副主席职务,https://news.sina.com.cn/c/2025-05-21/doc-inexiinc2754246.shtml,2025-05-21 16:03:00,来源：财联社 国务院任免国家工作人员，免去王建军的中国证券监督管理委员会副主席职务。 相关新闻 证监会副主席王建军任上被查，其在证监系统工作超过20年（红星新闻）▲王...,[],2025-05-21
中国驻乌克兰大使马升琨应约会见乌克兰外交部副部长米先科,https://news.sina.com.cn/c/2025-05-21/doc-inexiine7997858.shtml,2025-05-21 16:01:00,中国驻乌克兰大使馆消息，5月20日，马升琨大使应约会见乌克兰外交部副部长米先科。双方就中乌关系及共同关心的问题交换了意见。,[],2025-05-21
王毅谈中阿巴三方外长会晤成果,https://news.sina.com.cn/o/2025-05-21/doc-inexiimy0325569.shtml,2025-05-21 16:01:00,2025年5月21日，中共中央政治局委员、外交部长王毅在京主持中国—阿富汗—巴基斯坦三方外长非正式会晤，巴基斯坦副总理兼外长达尔、阿富汗代理外长穆塔基出席。,"['王毅', '外长', '巴基斯坦']",2025-05-21
外交部：在巴以冲突问题上 中方始终站在公平正义一边,https://news.sina.com.cn/c/2025-05-21/doc-inexiimy0319028.shtml,2025-05-21 15:54:00,财联社5月21日电，外交部发言人毛宁5月21日主持例行记者会。在回答有关巴以冲突的问题时，毛宁表示，在巴以冲突问题上，中方始终站在公平正义一边。加沙冲突延宕超过,[],2025-05-21
从信息化教学到人工智能教育，技术与教育融合发展的现实考量及实践路向,https://news.sina.com.cn/o/2025-05-21/doc-inexiimy0314478.shtml,2025-05-21 15:46:00,严格来说，信息化、人工智能是包含关系。信息化教学指的是充分利用现代信息技术和信息资源，对教学活动进行设计、实施、管理和评价的一种新型教学方式。,"['人工智能', '信息技术']",2025-05-21
“刚果（金）与美国若达成矿产协议，可能触怒中国”,https://news.sina.com.cn/c/2025-05-21/doc-inexiine7990267.shtml,2025-05-21 15:46:00,[文/观察者网 阮佳琪] 作为全球最大钴生产国，刚果（金）于今年2月下旬实施为期4个月的钴出口禁令，旨在提振低迷的钴价。随着禁令即将到期...,[],2025-05-21
外交部：中巴合作不针对第三方,https://news.sina.com.cn/c/2025-05-21/doc-inexiine7987811.shtml,2025-05-21 15:43:00,5月21日，外交部发言人毛宁主持例行记者会。 有外媒记者提问，昨天，王毅外长与巴基斯坦副总理兼外长达尔会谈。除了已发布的消息稿内容外...,"['外长', '毛宁', '达尔']",2025-05-21
外交部：中方高度重视同太平洋岛国的关系 双方友好合作关系正不断深化和发展,https://news.sina.com.cn/c/2025-05-21/doc-inexiimy0312973.shtml,2025-05-21 15:34:00,【外交部：中方高度重视同太平洋岛国的关系双方友好合作关系正不断深化和发展】财联社5月21日电，外交部发言人毛宁5月21日主持例行记者会。有记者提问，中方刚刚发布,[],2025-05-21
是否担心关税战等外部因素冲击中国经济？外交部：有能力、有条件、有底气,https://news.sina.com.cn/c/2025-05-21/doc-inexiine7987790.shtml,2025-05-21 15:30:00,5月21日，外交部发言人毛宁主持例行记者会。有记者提问，我们关注到联合国在日前发布的报告中指出，受到关税战等影响，2025年全球经济增速预计将放缓至2.4%，比,[],2025-05-21
A股收评：上证指数涨0.21%，创业板指涨0.83%，黄金、创新药、固态电池等概念活跃,https://news.sina.com.cn/c/2025-05-21/doc-inexicea0426831.shtml,2025-05-21 15:05:00,5月21日，A股三大指数集体上涨，截至收盘，上证指数涨0.21%，深证成指涨0.44%，创业板指涨0.83%；北证50涨0.39%。两市成交额约11734.78,[],2025-05-21
2024年平均工资，涨了,https://news.sina.com.cn/c/2025-05-21/doc-inexicec6078577.shtml,2025-05-21 14:32:00,来源：中国新闻周刊 5月16日，国家统计局在官网公布了2024年全国城镇非私营单位就业人员和城镇私营单位就业人员的年平均工资等数据。,"['就业', '王萍萍']",2025-05-21
四川绵阳一村民在外务工家中老宅被拆，镇政府回应：系施工方误拆,https://news.sina.com.cn/c/2025-05-21/doc-inexicec6072974.shtml,2025-05-21 14:19:00,四川绵阳市游仙区信义镇农民杨清虎和妻子两人在上海务工，在没得到任何通知的情况下，老家的房子却被拆除。相关部门事后解释系“误拆”。,"['绵阳市', '施工方', '村民']",2025-05-21
“严禁踩踏！”大学生掉进化粪池遇难次日，校内多处井盖立了警示牌,https://news.sina.com.cn/c/2025-05-21/doc-inexiceh8095004.shtml,2025-05-21 14:10:00,极目新闻记者 邓波 5月19日下午，重庆对外经贸学院一名学生掉进化粪池，不幸身亡。 据极目新闻此前报道，遇难的学生姓张，今年20岁，上大一...,"['警示牌', '大学生', '井盖']",2025-05-21
中国与东盟十国全面完成中国—东盟自贸区3.0版谈判,https://news.sina.com.cn/c/2025-05-21/doc-inexicef2844451.shtml,2025-05-21 14:10:00,5月20日，中国—东盟经贸部长特别会议以线上方式举行，双方经贸部长共同宣布全面完成中国—东盟自贸区3.0版谈判。3.0版谈判于2022年11月启动，历经近两年时,[],2025-05-21
云南陆良县发生一起装载机致人伤亡事件，造成6死4伤,https://news.sina.com.cn/c/2025-05-21/doc-inexicec6068796.shtml,2025-05-21 14:03:00,澎湃新闻从相关渠道获悉，5月18日上午，云南曲靖市陆良县马街镇大龙潭村发生一起装载机致人员伤亡事件，截至事发当日16时，已造成6人死亡，4人受伤，其中1人受伤较重...,"['云南省', '装载机', '人员伤亡']",2025-05-21
话剧《大宅门》编剧刘深追忆朱媛媛：她为人热情、德艺双馨,https://news.sina.com.cn/o/2025-05-21/doc-inexicec6063949.shtml,2025-05-21 13:44:00,新京报讯（记者刘臻）5月21日，中国国家话剧院一级演员辛柏青发布妻子朱媛媛去世讣告，“媛媛于2025年5月17日上午11点39分，永远地离开了我们。,"['朱媛媛', '大宅门', '追忆']",2025-05-21
又一世纪运河来了？,https://news.sina.com.cn/c/2025-05-21/doc-inexiceh8096097.shtml,2025-05-21 13:36:00,浙赣运河，又有新消息。近日，浙江《关于高水平建设“航运浙江”的实施意见》正式实施，其中明确提出“谋划推进浙赣运河”，引发业界广泛关注。浙赣运河，途经浙江杭州、衢,[],2025-05-21
40℃以上！多地发布高温红色预警 防暑指南已备好,https://news.sina.com.cn/c/2025-05-21/doc-inexiceh8065981.shtml,2025-05-21 13:23:00,今天（21日），受高空暖脊影响，山西省临汾市高温天气持续，大部分地区最高气温将达到37℃以上，其中多个县市区的最高温度将达到40℃以上。山西省临汾市气象台已经升,[],2025-05-21
与朱媛媛合作的《造城者》才杀青，黄晓明：她都没有说过癌症的事,https://news.sina.com.cn/zx/2025-05-21/doc-inexicea0390111.shtml,2025-05-21 13:15:00,5月21日，演员辛柏青在微博发布讣告，表示其妻子、知名演员朱媛媛于5月17日离世，年仅51岁。辛柏青写道：“在与癌症抗争的近五年时间里她并没有悲观消沉，依然坚定...,"['朱媛媛', '黄晓明', '造城者']",2025-05-21
女演员李凯馨前助理致歉，称“辱骂国人”录音为剪辑合成,https://news.sina.com.cn/c/2025-05-21/doc-inexhwwe0513985.shtml,2025-05-21 12:48:00,近日，新加坡籍华裔艺人@李凱馨Eleanor 因一段“辱华录音”引发关注。5月21日，其前助理@鱼了个鲸_ 发布声明称，李凯馨“辱骂国人”录音是自己恶意剪辑、合成、捏造...,"['李凯馨', 'Eleanor']",2025-05-21
镜头丨小满时节万物盈,https://news.sina.com.cn/c/2025-05-21/doc-inexicec6087687.shtml,2025-05-21 11:50:00,清和入序殊无暑，小满先时政有雷。小满是夏季第二个节气，万物生长旺盛，达到小得盈满的状态。盛夏将至、南风送暖，百草丰茂、麦穗初齐，全国各地农民抢抓农时忙农事...,['贵州省'],2025-05-21
黄仁勋称美对华AI芯片出口管制“失败”，英伟达中国市场份额暴跌,https://news.sina.com.cn/o/2025-05-21/doc-inexhwwf6166583.shtml,2025-05-21 11:37:00,英伟达在中国的市场份额已从美国前总统拜登执政初期的95%降至目前的50%。 5月21日，英伟达CEO黄仁勋在台北Computex2025大会上表示...,"['黄仁勋', '英伟达', '出口管制']",2025-05-21
演员辛柏青发讣告，妻子朱媛媛去世,https://news.sina.com.cn/c/2025-05-21/doc-inexhwwe0475896.shtml,2025-05-21 11:07:00,[演员辛柏青发讣告，妻子朱媛媛去世]辛柏青微博5月21日发讣告，全文如下： 另据极目新闻报道：辛柏青发布妻子朱媛媛去世讣告，曾饰演《贫嘴张大民的幸福生活》《送你一朵小...,[],2025-05-21
刘诗诗已转让公司股权给吴奇隆 二者已无共同关联公司,https://news.sina.com.cn/c/2025-05-21/doc-inexhsqi6274710.shtml,2025-05-21 10:25:00,娱乐圈那点事其实就跟坐公交车一样，到站了你可以上去，到站了你也可以下去，车一直在跑，而车上的人则换了一批又一批，一辆车是不可能只载一个人的，一个人也不会想只坐一,[],2025-05-21
金科1470亿元债务“一键清零”，房地产最大重整案获批背后争议不断,https://news.sina.com.cn/c/2025-05-21/doc-inexhsqh0588345.shtml,2025-05-21 10:24:00,新黄河记者：苏冉涉及债务规模达1470亿元，债权人超8400家，覆盖全国30余个城市，房地产行业迄今规模最大的重整案近日引发社会各界关注。5月11日，金科股份（,[],2025-05-21
贵州省2名县处级干部接受纪律审查和监察调查,https://news.sina.com.cn/c/2025-05-21/doc-inexhsqm3029794.shtml,2025-05-21 10:00:00,黔西南州普安县政协原党组书记、主席王仕祥接受纪律审查和监察调查据黔西南州纪委监委消息：黔西南州普安县政协原党组书记、主席王仕祥涉嫌严重违纪违法...,"['贵州省', '黔西南州', '黔南州']",2025-05-21
涉嫌受贿罪、违法发放贷款罪，中国建设银行原副行长章更生被决定逮捕,https://news.sina.com.cn/c/2025-05-21/doc-inexhsqi6252672.shtml,2025-05-21 10:00:00,正义网记者5月21日从最高人民检察院获悉，中国建设银行原党委委员、副行长章更生涉嫌受贿、违法发放贷款一案，由国家监察委员会调查终结，移送检察机关审查起诉。日前，,[],2025-05-21
恒大地产等被执行14.2亿,https://news.sina.com.cn/c/2025-05-21/doc-inexhsqh0581900.shtml,2025-05-21 09:58:00,天眼查法律诉讼信息显示，5月20日，恒大地产集团有限公司新增3条被执行人信息，执行标的合计14.2亿余元，涉及金融借款合同纠纷等案件，案件被执行人还包括景德镇市,[],2025-05-21
外交部副部长马朝旭会见美国新任驻华大使庞德伟,https://news.sina.com.cn/c/2025-05-21/doc-inexhsqm3007443.shtml,2025-05-21 09:28:00,据外交部网站消息，2025年5月20日，外交部副部长马朝旭会见美国新任驻华大使庞德伟。双方就当前中美关系及共同关心的重要问题坦诚、深入交换了意见。马朝旭强调，中,[],2025-05-21
A股开盘：上证指数跌0.01%，创业板指涨0.17%，黄金、超级计算机、农村电商等概念走强,https://news.sina.com.cn/c/2025-05-21/doc-inexhsqm3031674.shtml,2025-05-21 09:28:00,5月21日早间A股开盘，上证指数跌0.01%，深证成指跌0.03%，创业板指涨0.17%，北证50跌0.24%。黄金、有色·锑、超级计算机、农村电商、天津国资概,[],2025-05-21
存贷款利率同步下降 专家：有利于加大金融支持实体经济力度,https://news.sina.com.cn/c/2025-05-21/doc-inexhsqi6227083.shtml,2025-05-21 09:19:00,20日，1年期和5年期以上贷款市场报价利率（LPR）均同步下降10个基点，分别降至3.0%和3.5%。同日，主要银行也优化了存款挂牌利率。专家表示，LPR下降有,[],2025-05-21
四川省外卖骑手接单将不再强制要求上传健康证,https://news.sina.com.cn/c/2025-05-21/doc-inexhsqh0548086.shtml,2025-05-21 09:18:00,近日，总台中国之声独家报道了从去年11月份开始，四川省尝试全省的外卖送餐人员、售卖预包装食品的工作人员不需要办理健康证就能上岗，同时，体检机构也不再接待外卖员做,[],2025-05-21
广东：鼓励因地制宜采用发放购房补贴、房票等形式支持进城农民购房,https://news.sina.com.cn/c/2025-05-21/doc-inexhsqh0551755.shtml,2025-05-21 09:07:00,近日，中共广东省委全面深化改革委员会印发《关于以改革更好促进“百县千镇万村高质量发展工程”的若干措施》。其中提出，完善住房保障机制。健全县域房地产市场高质量发展,[],2025-05-21
悬水之台的“孤勇者”,https://news.sina.com.cn/c/2025-05-21/doc-inexhsqm2990881.shtml,2025-05-21 08:58:00,在东海浩渺的碧波之上，舟山嵊泗绿华山减载平台如一座沉默的巨人，矗立于海天之间。这里没有城市的霓虹，没有市井的喧嚣，唯有浪涛的轰鸣与海风的呼啸。,['舟山市'],2025-05-21
长图丨小满：满而不盈 守正于心,https://news.sina.com.cn/c/2025-05-21/doc-inexhsqi6215359.shtml,2025-05-21 08:55:00,,[],2025-05-21
商务部就美国企图全球禁用中国先进计算芯片发表谈话,https://news.sina.com.cn/c/2025-05-21/doc-inexhsqi6213786.shtml,2025-05-21 08:50:00,商务部新闻发言人就美国企图全球禁用中国先进计算芯片发表谈话。中方注意到，美国商务部近日发布指南，以所谓推定违反美出口管制为由，企图在全球禁用中国先进计算芯片，包,[],2025-05-21
贯彻落实中央纪委四次全会精神 提升监督执纪执法业务水平,https://news.sina.com.cn/c/2025-05-21/doc-inexhsqn8209986.shtml,2025-05-21 08:47:00,纪检监察机关深化以案代训实战练兵提升监督执纪执法业务水平从刚入职时一份谈话记录要反复修改多遍，到三年后成为县纪委监委留置案件内审谈话能手...,"['纪检监察', '全会', '中央纪委']",2025-05-21
国内首份深海采矿车试验环境影响声明报告获批,https://news.sina.com.cn/c/2025-05-21/doc-inexhsqi6212597.shtml,2025-05-21 08:47:00,近日，由中国五矿所属长沙矿冶院牵头编制的《中国五矿多金属结核合同区A-5区块深海多金属结核采矿车单体试验环境影响声明报告》成功通过国际海底管理局法律和技术委员会审...,"['长沙市', '法律']",2025-05-21
西藏首台氢能重型卡车成功试车,https://news.sina.com.cn/c/2025-05-21/doc-inexhsqn8201854.shtml,2025-05-21 08:46:00,近日，由东方电气集团提供全产业链技术支撑的西藏首台氢能重型卡车，在林芝经济开发区圆满完成试车任务，标志着我国氢能装备技术实现高原适应性重大突破。,"['试车', '卡车']",2025-05-21
时效提升一倍！烟台口岸首趟“一单制”跨境铁海联运班列开行,https://news.sina.com.cn/c/2025-05-21/doc-inexhsqn8201802.shtml,2025-05-21 08:46:00,近日，一列满载韩国货品的跨境班列从山东烟台港发车，前往吉尔吉斯斯坦。这是烟台口岸首趟 “一单制”跨境铁海联运班列，全程运输由此前的25天缩短到12天左右。,"['烟台市', '海运', '山东省']",2025-05-21
用等量的煤发更多的电 我国首个国产超级耐热钢机组成功吊装,https://news.sina.com.cn/c/2025-05-21/doc-inexhsqh0528384.shtml,2025-05-21 08:46:00,5月20日，我国首个国产超级耐热钢机组在大唐山东郓城630℃国家电力示范项目建设现场成功吊装，标志着我国自主研制的马氏体耐热钢首次实现工程化应用...,"['大唐', '山东省']",2025-05-21
压实责任 督促整改推动,https://news.sina.com.cn/c/2025-05-21/doc-inexhsqm2993882.shtml,2025-05-21 08:46:00,办好老百姓的事，关键在于加强农村基层党组织建设，发挥党支部战斗堡垒作用和党员先锋模范作用。纪检监察机关立足职能职责，针对农村党组织软弱涣散...,['巡察'],2025-05-21
亚洲最大压气站迈入“无人值守”智能时代,https://news.sina.com.cn/c/2025-05-21/doc-inexhsqn8201591.shtml,2025-05-21 08:46:00,5月15日，由中国石油管道局承建的中卫作业区智能站项目顺利通过验收，标志着亚洲最大天然气枢纽站——中卫压气站成功升级为亚洲首座无人值守智能站。,"['亚洲', '无人值守', '中卫市']",2025-05-21
我国首批商用堆产碳-14同位素投入市场,https://news.sina.com.cn/c/2025-05-21/doc-inexhsqh0528104.shtml,2025-05-21 08:45:00,5月16日，我国核技术应用领域迎来重大里程碑时刻——首批商用堆产碳-14同位素从中核集团旗下中国核电投资控股的秦山核电基地正式发运，投入市场。,[],2025-05-21
方圆谈丨自觉破除特权思想、特权行为,https://news.sina.com.cn/c/2025-05-21/doc-inexhsqm2994194.shtml,2025-05-21 08:44:00,日前，中国银行湖南省分行原首席业务经理黄志刚被开除党籍，按规定取消其享受的退休待遇，通报指出，黄志刚特权思想严重，无视中央八项规定精神，长期违规收受礼品礼金...,"['特权思想', '方圆', '党员']",2025-05-21
InXinjiang (53)丨这位俄罗斯青年政治家第一次来新疆，百感交集,https://news.sina.com.cn/c/2025-05-21/doc-inexhsqm2985345.shtml,2025-05-21 08:41:00,来源：石榴云  前不久，俄罗斯自由民主党国际部负责人谢尔盖·斯博尔诺夫来乌鲁木齐参加上合组织政党论坛，这是他首次来到新疆。接受《InXinjiang》节目采访时...,[],2025-05-21
镜头丨小满，向着希望,https://news.sina.com.cn/c/2025-05-21/doc-inexhsqi6215487.shtml,2025-05-21 08:41:00,小满到，夏意浓。此时绿草清幽，雨水充沛，枝头缀果，各地陆续进入农忙时节，收获的希望就在眼前。 小满悄然而至，柳州市融水苗族自治县元宝山上树木郁郁葱葱...,['柳州市'],2025-05-21
贯彻落实中央纪委四次全会精神  提升监督执纪执法业务水平,https://news.sina.com.cn/c/2025-05-21/doc-inexhsqn8201256.shtml,2025-05-21 08:34:00,纪检监察机关深化以案代训实战练兵提升监督执纪执法业务水平 从刚入职时一份谈话记录要反复修改多遍，到三年后成为县纪委监委留置案件内审谈话能手...,"['纪检监察', '全会', '中央纪委']",2025-05-21
航行警告：南海部分水域进行军事训练，禁止驶入,https://news.sina.com.cn/c/2025-05-21/doc-inexhsqn8225260.shtml,2025-05-21 08:26:00,来源：央视网央视网消息：据中国海事局网站消息，清澜海事局发布航行警告，5月20日至5月21日，每日19时至22时，南海以19-37.12N 110-57.32E为中心...,['南海'],2025-05-21
时政新闻眼丨再赴河南考察，习近平为何强调这两个关键词？,https://news.sina.com.cn/c/xl/2025-05-21/doc-inexitzv5807057.shtml,2025-05-21 08:25:00,高质量发展、高效能治理，是习近平总书记提出的重要命题。他曾指出，要有针对性地部署对高质量发展、高效能治理具有牵引性的重大规划、重大改革、重大政策。,[],2025-05-21
母校回应黄杨钿甜艺考被质疑有水分：专业考试系学生自行准备,https://news.sina.com.cn/c/2025-05-21/doc-inexhsqh0528126.shtml,2025-05-21 08:16:00,来源：九派新闻 [#母校回应黄杨钿甜艺考被质疑有水分#：专业考试系学生自行准备]#黄杨钿甜是高中母校该专业最后一届#近日，因“天价耳环”深陷舆论漩涡的年轻女演员黄杨钿甜...,[],2025-05-21
一见·从龙门石窟之行，感悟中华文明的包容与自信,https://news.sina.com.cn/c/xl/2025-05-21/doc-inexhnhk0646106.shtml,2025-05-21 08:05:00,洛阳城南，伊水潺潺，苍峰屏峙，石窟生辉。5月19日，习近平总书记在河南省洛阳市考察了龙门石窟，了解当地加强历史文化遗产保护利用、推动文旅产业高质量发展等情况。,[],2025-05-21
时政微纪录丨习近平总书记河南行,https://news.sina.com.cn/c/xl/2025-05-21/doc-inexhnhp3107365.shtml,2025-05-21 08:03:00,初夏时节，习近平总书记先后到洛阳、郑州考察调研。 19日下午，习近平首先来到洛阳轴承集团股份有限公司考察，他了解企业发展历程，听取不同类型轴承产品用途和性能介绍...,[],2025-05-21
广东明确：不得以任何方式强制购买中小学校服，7月1日起施行,https://news.sina.com.cn/c/2025-05-21/doc-inexhnhk0653935.shtml,2025-05-21 07:47:00,近日，广东省教育厅、省发展和改革委员会、省工业和信息化厅、省财政厅、省市场监督管理局等五部门联合印发《关于加强中小学生校服管理工作的指导意见》。《意见》明确，校,[],2025-05-21
